@RELATION fake_profile
@ATTRIBUTE statuses_count  NUMERIC
@ATTRIBUTE followers_count  NUMERIC
@ATTRIBUTE friends_count  NUMERIC
@ATTRIBUTE favourites_count  NUMERIC
@ATTRIBUTE fake_profile {True,False}
@DATA
732,85,338,16, False
38781,623,323,1209, False
10451,1265,323,38, False
2784,256,873,284, False
823,43,109,5, False
442,79,259,0, False
350,86,131,116, False
3694,393,1047,6, False
9686,208,196,219, False
16427,555,755,8, False
1006,85,121,19, False
1122,300,951,8, False
1386,88,267,106, False
18267,1964,2003,22732, False
15365,3813,1505,550, False
2242,552,1446,13, False
4149,279,64,20, False
8384,2526,299,1178, False
612,100,259,24, False
660,126,407,0, False
5287,849,1846,117, False
2275,165,285,181, False
3551,87,174,7, False
282,12,36,6, False
493,47,80,24, False
1012,283,268,15, False
1706,134,257,0, False
103,45,66,0, False
189,35,178,6, False
3720,179,154,6, False
1566,110,295,71, False
1672,627,1089,11, False
969,69,210,233, False
7307,378,239,2620, False
4240,1012,1449,578, False
74,16,42,88, False
6866,463,330,2180, False
31546,151,301,294, False
966,69,318,3, False
28808,2638,1743,1021, False
386,88,205,25, False
3763,1169,1642,32, False
522,319,793,10, False
30547,445,489,304, False
6175,362,318,181, False
348,262,1513,28, False
484,232,431,10, False
2190,46,122,15, False
116,22,49,16, False
482,26,73,5, False
344,49,20,37, False
1805,258,191,4, False
748,85,460,80, False
34917,1161,194,2, False
3397,173,390,3, False
5561,587,295,4, False
3526,257,473,8, False
371,413,70,9, False
1361,149,463,289, False
887,280,502,13, False
3276,125,549,224, False
971,48,112,8, False
8173,231,433,413, False
728,120,406,16, False
350,46,115,240, False
9626,508,1153,3819, False
4736,414,1196,166, False
732,191,656,1, False
516,46,96,28, False
8635,1707,1376,3266, False
2935,184,302,1, False
1030,369,202,1, False
2035,209,168,216, False
3152,162,352,23, False
6131,488,366,1058, False
3902,290,347,918, False
4357,231,152,90, False
18810,685,688,12, False
3302,370,934,103, False
160,23,227,1, False
6002,272,336,0, False
1781,105,427,234, False
1184,75,138,0, False
13159,501,697,79, False
280,50,1273,8, False
5237,245,241,115, False
611,87,173,1, False
835,111,768,36, False
1187,44,136,19, False
2185,74,345,32, False
148,249,548,1, False
1073,89,237,53, False
127,23,152,1, False
1601,147,405,9, False
704,129,380,12, False
57,76,650,0, False
552,80,290,11, False
4862,116,160,98, False
1652,412,1974,4, False
1786,63,185,342, False
238,45,99,39, False
764,99,226,22, False
5745,641,1221,95, False
2703,170,635,4, False
2683,57,215,82, False
2064,238,590,26, False
709,116,112,124, False
2893,160,227,71, False
1425,83,70,616, False
246,333,1598,10, False
519,139,454,17, False
1876,120,146,112, False
13774,254,192,520, False
16195,5027,5530,6698, False
3885,2812,1988,966, False
9147,100,162,369, False
80,54,187,46, False
684,65,281,1, False
351,28,76,3, False
6351,98,75,127, False
9372,179,723,87, False
537,117,552,4, False
446,84,418,4, False
5999,258,770,14, False
11156,148,104,18, False
139,53,53,0, False
567,77,171,6, False
77,14,18,1, False
235,78,152,55, False
25575,1672,802,2329, False
120,62,183,27, False
1130,88,111,97, False
79876,473,299,203, False
613,46,105,46, False
4288,126,199,5, False
3896,369,250,20, False
44,4,12,1, False
2277,150,536,33, False
326,444,620,1524, False
3730,220,282,34, False
2060,100,164,19, False
787,63,161,43, False
640,77,227,13, False
2475,207,356,38, False
1334,94,338,97, False
1349,161,546,1609, False
1533,96,168,46, False
413,42,275,42, False
2185,64,262,173, False
8713,563,774,6688, False
650,95,139,2, False
2617,128,324,63, False
268,120,429,76, False
1110,179,2000,0, False
4707,1772,1771,23, False
1447,252,667,2, False
3020,516,443,225, False
302,56,156,12, False
1809,102,392,18, False
271,21,63,8, False
8890,189,283,176, False
13300,238,158,1905, False
6212,369,198,103, False
1570,243,761,388, False
1111,84,601,0, False
4812,575,860,30, False
34098,13890,12773,85, False
6273,588,868,16, False
183,17,78,3, False
8387,214,314,3049, False
1373,281,405,127, False
33,20,95,0, False
2636,54,100,0, False
3199,111,216,289, False
16037,635,320,86, False
5756,554,1853,32, False
4712,469,1988,98, False
1497,153,308,121, False
1959,289,364,56, False
7838,213,506,180, False
1476,125,187,0, False
5367,409,1159,27, False
1407,263,414,72, False
873,122,427,33, False
2396,46,68,154, False
1913,151,1172,171, False
96,23,60,1, False
540,116,220,45, False
21069,2221,1636,944, False
6256,517,34,264, False
4043,126,126,98, False
6213,245,153,0, False
4418,111,282,146, False
478,34,77,2, False
6631,292,611,66, False
93,18,186,28, False
802,44,63,29, False
315,44,138,9, False
831,75,217,519, False
277,35,139,0, False
4082,244,294,257, False
334,21,368,3, False
299,29,28,3, False
319,40,53,1, False
549,123,213,2, False
618,22,125,207, False
421,48,96,1, False
1205,233,40,29, False
1667,408372,194,4, False
9057,504,401,3891, False
294,30,96,4, False
294,42,81,13, False
508,479,261,0, False
4476,612,257,267, False
1132,131,193,4, False
364,74,182,4, False
1181,55,271,6, False
360,95,213,1, False
28,19,253,12, False
159,27,255,2, False
649,68,178,60, False
2264,169,1021,30, False
67,15,76,0, False
3833,111,216,0, False
76,30,96,8, False
495,34,68,5, False
2349,76,377,8, False
10619,11089,565,776, False
820,227,521,20, False
758,102,254,2, False
1065,144,543,156, False
380,65,186,1, False
9971,1271,619,10146, False
117,53,56,1, False
14467,1612,1581,431, False
1869,95,135,42, False
504,133,270,1, False
360,190,620,12, False
2620,357,826,17, False
3461,239,348,458, False
9966,115,454,60, False
2765,2698,261,56, False
24057,1076,840,69, False
30909,2818,3032,1981, False
2685,68,258,585, False
161,72,14,3, False
2656,95,174,224, False
16955,3286,2743,2, False
4067,777,1995,347, False
4190,140,190,46, False
14246,932,781,4047, False
594,44,91,0, False
360,81,182,78, False
707,27,59,1, False
444,125,452,16, False
15131,2107,1898,1170, False
5936,200,461,81, False
540,57,104,14, False
889,201,500,7, False
3980,625,268,267, False
5558,872,625,3146, False
1656,126,650,20, False
3139,237,487,32, False
5660,554,937,6, False
476,347,431,4, False
63,10,41,10, False
621,25,135,2, False
160,53,487,1, False
9410,577,776,448, False
777,87,305,0, False
10378,286,538,321, False
622,49,218,7, False
1550,235,533,5, False
6634,326,423,136, False
112,154,257,0, False
1671,86,80,50, False
887,547,1416,179, False
36944,582,437,702, False
200,43,203,2, False
104,63,295,0, False
101,22,29,3, False
1358,119,626,136, False
288,11,68,9, False
883,1047,1516,7, False
8662,172,115,31, False
1352,1403,1442,287, False
639,136,471,12, False
441,36,166,0, False
5369,300,102,28, False
30010,478,261,659, False
3366,78,215,6, False
1529,315,706,1409, False
2212,117,287,2, False
252,53,411,6, False
272,106,232,106, False
3088,221,561,723, False
629,61,179,236, False
3134,162,369,422, False
4145,3137,142,24, False
236,71,109,225, False
520,101,286,98, False
9824,195,117,102, False
493,300,310,3, False
6475,438,938,983, False
137,13,48,4, False
1257,160,243,259, False
5671,210,235,161, False
1149,45,85,19, False
4323,80,40,99, False
1063,88,228,35, False
106,74,334,0, False
1368,252,627,98, False
770,42,149,28, False
5755,201,165,3, False
3907,315,460,31, False
1465,61,158,38, False
3653,84,118,23, False
3569,127,290,4, False
8707,1053,448,400, False
1254,54,219,2, False
257,43,64,15, False
3204,120,253,4, False
1875,97,198,525, False
1287,22,105,4, False
6793,210,175,23, False
431,29,195,12, False
32223,4053,956,3025, False
107,89,81,4, False
8679,274,251,257, False
5707,281,259,2535, False
485,423,400,0, False
834,102,252,15, False
666,33,135,1, False
6812,163,445,253, False
1462,68,96,6, False
746,61,203,9, False
28833,329,588,61, False
1583,46,98,3756, False
572,133,209,37, False
2917,395,700,12, False
12381,297,215,259, False
5299,1218,554,13, False
2511,66,58,0, False
9,19,139,3, False
154,45,94,6, False
861,32,93,2, False
716,149,428,109, False
4428,1228,970,934, False
9115,464,410,3531, False
259,97,126,53, False
18470,1341,2002,4279, False
2493,275,549,8, False
1549,92,469,399, False
47918,3074,1686,434, False
280,117,184,4, False
12834,678,337,1903, False
1172,206,341,77, False
32448,1330,1609,834, False
144,58,194,67, False
4392,418,1020,6, False
3450,127,123,11, False
691,61,153,34, False
6554,411,560,637, False
1824,156,91,57, False
3110,128,178,63, False
922,174,383,67, False
15703,337,321,123, False
185,128,487,121, False
117,20,92,2, False
2630,44,133,16, False
3800,110,270,251, False
1535,56,158,96, False
363,35,236,11, False
3597,111,209,1, False
471,87,361,3, False
450,46,205,6, False
1359,1084,410,11, False
178,70,176,20, False
604,80,206,0, False
5811,1578,332,11, False
733,104,268,1, False
108,104,81,31, False
274,20,80,4, False
11114,737,1968,437, False
568,158,209,19, False
165,45,179,0, False
4837,222,338,5, False
5217,254,170,67, False
30,9,37,0, False
2894,80,145,10, False
4140,205,770,10, False
324,82,128,8, False
5315,219,383,186, False
593,193,879,16, False
18860,1377,693,646, False
1806,193,117,393, False
1096,45,289,84, False
759,286,1625,2, False
5311,1249,886,296, False
903,126,273,6, False
360,14,38,4, False
7227,786,834,2356, False
19620,1084,899,38, False
595,102,219,19, False
1215,105,547,14, False
634,430,546,5, False
2941,1230,1428,40, False
3784,336,787,173, False
185,12,66,4, False
288,42,148,21, False
440,58,256,1, False
1799,97,348,36, False
1200,4878,5335,2899, False
1336,152,193,355, False
648,95,89,59, False
225,77,178,219, False
276,87,171,40, False
892,37,660,1, False
4775,209,1163,8, False
446,111,528,15, False
1580,834,993,53, False
2541,143,276,231, False
205,41,175,3, False
982,75,290,89, False
630,86,185,1, False
512,99,163,25, False
6566,313,646,135, False
16432,1119,1529,2215, False
16490,260,350,1492, False
26,11,93,2, False
9317,161,195,2, False
891,68,267,5, False
1325,107,98,263, False
2186,193,320,24, False
1924,62,157,426, False
189,27,54,17, False
3316,378,662,3, False
10677,2436,1978,1204, False
1080,79,360,10, False
1828,129,340,15, False
798,29,105,3, False
642,68,122,190, False
2818,101,229,557, False
1260,105,230,25, False
4279,132,892,6, False
49,166,417,6, False
362,72,112,1, False
3427,396,962,13, False
52,24,137,0, False
24423,1057,1433,1834, False
1670,257,1462,145, False
1206,80,346,14, False
2161,150,137,266, False
518,148,488,17, False
1379,66,662,236, False
3332,269,253,281, False
4235,111,163,47, False
1075,75,160,163, False
438,35,316,2, False
103,14,50,0, False
2053,597,1994,19, False
639,48,123,1, False
3863,102,90,457, False
1573,54,109,37, False
506,20,22,6, False
1823,118,275,42, False
1598,39,74,16, False
768,68,143,60, False
1350,64,427,767, False
2386,338,400,810, False
741,311,904,62, False
217,47,73,216, False
1550,256,490,176, False
438,23,106,3, False
2074,94,361,216, False
1188,65,235,1, False
2698,136,222,159, False
1347,70,255,6, False
1148,141,599,20, False
3511,156,516,87, False
3693,172,370,105, False
9950,658,701,18, False
15238,516,801,30, False
195,19,53,58, False
3053,155,285,390, False
1086,141,249,1015, False
977,70,202,138, False
2846,289,201,61, False
948,66,236,0, False
3134,191,778,80, False
2171,189,313,148, False
1583,230,273,417, False
69,40,56,0, False
2177,88,281,437, False
1848,778,1999,0, False
2230,93,159,401, False
165,30,314,1, False
17681,937,1491,105, False
5845,611,745,547, False
3144,93,239,461, False
5544,260,522,124, False
556,237,358,38, False
660,757,263,34, False
331,95,396,8, False
4633,158,413,59, False
13511,1103,1999,1069, False
4,33,523,0, False
1420,49,97,36, False
1277,190,275,11, False
2692,591,899,43, False
2882,63,428,8, False
2500,90,137,504, False
847,49,79,2, False
19978,866,1524,580, False
668,38,71,204, False
2388,122,342,83, False
146,47,315,1, False
4542,184,204,1686, False
22679,560,661,381, False
6151,104,190,28, False
576,78,209,0, False
129,8,78,1, False
8784,353,582,37, False
2291,93,287,290, False
145,17,72,1, False
1029,207,414,0, False
16722,751,1953,1740, False
1406,319,1027,22, False
18528,852,1409,88, False
1166,82,92,511, False
3266,384,1172,39, False
507,34,88,35, False
1019,143,213,160, False
1401,203,441,275, False
203,97,255,66, False
3866,533,51,0, False
669,284,362,69, False
1128,396,1158,8, False
986,43,101,13, False
638,139,176,1, False
124,26,55,4, False
108,13,28,2, False
6532,181,237,70, False
899,77,344,0, False
1878,262,685,54, False
8639,348,491,412, False
842,77,200,3, False
1911,112,137,86, False
20,21,79,0, False
6652,383,1828,235, False
1587,57,276,84, False
24,71,259,5, False
1766,95,255,4, False
77,30,46,20, False
3119,426,653,344, False
2642,207,868,39, False
1780,62,346,274, False
293,42,139,0, False
853,62,388,38, False
1843,262,323,98, False
2222,159,227,69, False
1171,1158,550,12, False
178,40,248,24, False
2069,131,356,336, False
373,83,211,0, False
2368,78,272,40, False
825,76,396,130, False
173,12,41,2, False
530,138,429,53, False
608,76,213,1, False
266,39,180,7, False
58,29,114,52, False
1133,106,242,99, False
154,17,96,1, False
1225,60,289,66, False
998,328,1435,58, False
1280,88,613,19, False
2391,332,351,27, False
301,49,84,95, False
3098,59,165,587, False
1167,177,323,12, False
250,54,153,7, False
1681,148,232,6, False
3717,225,290,21, False
199,31,121,1, False
402,30,58,95, False
2453,333,678,1510, False
6595,51,317,0, False
219,263,1627,4, False
991,55,100,9, False
2549,138,181,519, False
344,24,99,14, False
657,55,90,1, False
2464,124,186,645, False
812,113,578,8, False
1142,176,494,3, False
399,21,80,1, False
144,121,23,0, False
2437,1594,1994,363, False
6991,1001,614,2401, False
1045,66,125,29, False
862,237,237,41, False
1181,80,279,0, False
106,27,192,7, False
17158,895,1012,157, False
2517,54,125,1, False
11092,591,723,1318, False
92,24,118,4, False
635,28,77,46, False
2417,111,21,0, False
1121,120,155,6, False
47,25,112,8, False
1421,30,84,121, False
8021,1082,1225,142, False
18427,797,925,2431, False
253,47,122,2, False
2032,184,632,14, False
231,102,203,1, False
2177,178,648,186, False
2487,196,329,588, False
248,85,401,5, False
262,71,110,5, False
992,199,297,81, False
460,99,341,15, False
1049,67,162,18, False
2130,124,643,43, False
3701,501,528,1348, False
3061,86,95,6, False
41,42,79,1, False
1396,175,327,68, False
1784,70,209,303, False
2317,378,380,100, False
764,120,269,94, False
72,21,45,0, False
155,26,51,0, False
4001,639,355,894, False
410,30,407,0, False
1448,344,548,2, False
807,99,366,147, False
411,31,139,29, False
528,822,170,5, False
184,41,140,21, False
1066,239,775,61, False
975,35,104,0, False
585,92,110,4, False
587,115,243,48, False
1034,222,389,37, False
142,3,56,1, False
5804,562,626,29, False
960,172,535,108, False
18,26,99,0, False
1747,174,307,13, False
107,56,161,2, False
1579,256,457,2046, False
2775,211,388,178, False
5351,448,1108,261, False
19775,1781,1275,3785, False
2697,282,525,16, False
1049,50,304,8, False
882,44,168,30, False
939,130,335,81, False
211,76,171,2, False
222,125,300,20, False
1066,188,227,0, False
295,96,233,6, False
444,108,497,4, False
600,77,436,47, False
1613,836,1996,10, False
1962,1419,337,5, False
358,161,700,9, False
5206,172,337,10, False
745,96,308,13, False
2226,308,816,18, False
8685,670,967,464, False
868,164,351,36, False
752,43,190,19, False
549,63,157,43, False
4212,130,75,153, False
7,4,29,0, False
3806,198,126,528, False
1292,38,101,498, False
140,13,31,1, False
497,56,242,44, False
88,20,94,1, False
7,6,54,1, False
926,57,266,139, False
1781,55,256,911, False
133,25,131,1, False
1112,130,140,11, False
1945,75,384,14, False
120,119,147,1, False
3029,200,229,1787, False
956,23,212,7, False
205,61,143,11, False
4333,320,384,1031, False
629,105,357,5, False
3551,45,29,27, False
4557,423,757,43, False
651,129,278,56, False
1183,7,87,21, False
648,53,236,11, False
708,93,308,11, False
263,79,286,11, False
680,73,222,128, False
250,17,242,0, False
4245,264,731,419, False
16601,211,172,806, False
66,2,35,0, False
3044,213,623,380, False
1552,144,302,1227, False
506,106,168,6, False
245,20,194,2, False
246,14,141,0, False
119,20,88,0, False
21,67,232,0, False
128,126,139,8366, False
1313,298,302,111, False
335,33,134,50, False
996,67,81,45, False
744,118,204,9, False
23682,419,722,17995, False
1575,148,284,389, False
122,62,93,1, False
134,32,126,32, False
210,73,93,0, False
4388,96,114,53, False
1451,183,495,8, False
1012,92,220,12, False
3177,138,158,51, False
143,75,86,50, False
10272,333,349,13, False
3506,389,909,79, False
1087,184,475,19, False
6357,215,681,1356, False
6464,2352,469,251, False
2200,80,259,2, False
479,62,127,19, False
4385,751,1474,784, False
1378,187,172,16, False
319,66,241,0, False
754,19,82,26, False
259,145,159,1, False
740,64,318,6, False
360,46,86,2, False
359,83,111,0, False
3062,583,997,163, False
751,45,89,2, False
9802,349,337,896, False
176,27,148,5, False
612,131,85,1, False
5165,425,1320,437, False
276,129,325,55, False
1127,129,509,7, False
220,26,58,9, False
1027,94,195,34, False
2994,44,169,78, False
2691,192,195,1208, False
1748,110,240,253, False
2460,358,1504,10, False
16961,358,265,2626, False
2119,310,351,276, False
4504,161,403,163, False
359,28,150,1, False
590,57,197,2, False
14170,1402,1042,2863, False
312,76,275,4, False
922,87,302,26, False
9665,730,1059,122, False
19361,474,389,14497, False
8694,349,507,15, False
393,53,356,31, False
1425,145,213,3622, False
1178,173,114,2, False
1010,182,300,205, False
347,49,287,10, False
17,22,59,2, False
163,59,128,8, False
430,64,133,191, False
229,22,107,1, False
1069,137,150,48, False
1048,27,94,17, False
128,65,141,0, False
219,45,133,0, False
55,50,192,1, False
1013,49,185,15, False
67,11,58,8, False
121,43,164,9, False
13716,1302,995,1527, False
1697,104,300,21, False
1117,45,141,9, False
199,32,29,2, False
15324,301,2001,15749, False
3839,459,486,252, False
859,39,218,1, False
467,95,299,326, False
1138,33,99,27, False
35,12,67,2, False
2571,228,513,126, False
7739,321,305,61, False
6662,141,222,134, False
1503,31,28,7, False
4840,290,343,58, False
39107,2925,2744,9395, False
9425,30425,162,157, False
409,24,65,167, False
7760,768,336,1304, False
110,56,245,0, False
2854,362,342,307, False
5703,325,474,119, False
54,35,120,7, False
239,732,1970,0, False
559,108,571,263, False
1236,437,1328,3049, False
87,19,46,66, False
2085,341,454,289, False
6124,656,241,939, False
141,78,170,17, False
1479,13,25,47, False
921,139,190,99, False
63,27,270,3, False
2036,123,189,2332, False
1621,254,562,291, False
1549,354,214,1, False
254,33,173,53, False
19025,346,356,20, False
449,41,163,3, False
22,78,103,9, False
7999,178,404,25, False
59,6,76,8, False
1157,168,175,14, False
1455,33,85,2, False
606,46,201,37, False
561,39,74,2, False
4725,287,803,197, False
235,43,182,13, False
145,37,206,50, False
1013,38,151,34, False
78,8,72,2, False
2277,85,152,7, False
511,193,362,12, False
918,85,218,149, False
819,83,189,40, False
797,526,1449,277, False
1792,209,284,62, False
763,162,266,20, False
241,35,130,5, False
197,45,89,18, False
1229,137,137,35, False
674,79,222,27, False
24,2,50,0, False
2269,699,454,50, False
1162,962,1999,95, False
210,27,64,0, False
237,50,108,234, False
1064,223,320,113, False
259,65,180,151, False
230,5,93,0, False
500,187,186,17, False
1263,53,128,89, False
574,40,147,66, False
748,252,1532,8, False
1190,88,198,43, False
478,23,101,566, False
3553,155,376,300, False
475,17,17,116, False
9,6,33,0, False
120,20,126,16, False
534,117,153,25, False
297,57,150,0, False
57,13,93,0, False
2716,284,278,1549, False
371,48,153,0, False
1771,29,228,4, False
142,9,40,2, False
1940,136,182,124, False
1095,50,115,39, False
191,109,932,246, False
342,51,205,2, False
1730,381,821,218, False
3027,190,795,176, False
1073,87,117,292, False
576,209,480,235, False
2488,98,148,145, False
380,19,30,0, False
385,39,286,0, False
145,21,85,1, False
3797,570,576,306, False
26,50,152,5, False
1058,94,257,18, False
206,42,105,35, False
622,106,203,63, False
460,41,183,16, False
5250,397,666,2843, False
456,28,127,1, False
241,21,137,8, False
1189,88,87,48, False
565,35,139,2, False
3177,94,242,7, False
164,24,137,3, False
112,12,38,111, False
33,28,168,64, False
2073,180,168,465, False
558,111,118,8, False
8966,504,570,484, False
521,170,455,2, False
123,13,129,1, False
638,215,318,0, False
216,46,47,1, False
493,34,99,65, False
395,33,97,2, False
1424,128,472,285, False
1178,41,94,17, False
5687,390,558,1046, False
85,12,28,0, False
285,55,221,10, False
221,52,353,8, False
127,79,381,18, False
45,23,65,2, False
752,39,113,0, False
1308,93,157,706, False
27,152,128,0, False
1874,69,57,306, False
486,57,170,17, False
1065,18,34,198, False
204,13,41,0, False
136,42,210,127, False
10749,262,259,198, False
440,114,69,1334, False
148,71,165,1, False
437,75,117,47, False
331,1306,1281,46, False
827,161,309,452, False
1201,103,182,5, False
88,16,121,0, False
6378,1531,1991,0, False
10320,1031,1109,1611, False
114,144,178,0, False
273,99,239,11, False
611,172,362,140, False
150,10,74,1, False
2370,114,226,388, False
2659,1470,162,69, False
6765,147,283,1005, False
293,0,109,134, False
2959,94,189,4, False
24901,330,725,13006, False
20023,1812,1846,3807, False
1683,323,261,1, False
810,50,209,95, False
1028,44,81,19, False
19,7,31,42, False
433,52,233,36, False
1539,205,397,36, False
2338,259,824,383, False
939,114,162,980, False
3608,121,203,40, False
463,56,217,4, False
4447,160,167,3411, False
279,96,1027,4, False
145,10,23,2, False
59,13,59,0, False
895,129,396,222, False
174,34,109,1, False
741,295,499,130, False
1581,98,1441,540, False
2782,66,358,37, False
16343,1503,1998,2793, False
107,41,237,1, False
612,29,142,32, False
352,17,244,0, False
1022,227,271,755, False
333,21,45,72, False
13035,799,728,7127, False
5235,406,495,5739, False
249,898,1908,9, False
39,31,51,4, False
1293,299,435,66, False
433,39,72,2, False
4061,193,936,1634, False
85,3,22,4, False
1173,670,1340,63, False
3411,112,121,628, False
456,43,210,6, False
166,100,138,1, False
942,126,602,71, False
563,100,378,0, False
1010,91,205,133, False
1322,144,227,37, False
3103,119,280,89, False
97,58,322,70, False
98,38,114,0, False
479,180,785,69, False
801,147,309,85, False
3046,67,94,5, False
175,29,102,5, False
655,32,62,54, False
1095,45,52,2, False
1014,345,230,1820, False
2471,195,659,71, False
3627,227,627,253, False
1544,61,160,731, False
1583,93,228,73, False
591,152,188,413, False
2168,93,360,757, False
1052,171,373,32, False
559,181,173,25, False
2943,123,148,83, False
5091,137,524,148, False
2735,88,70,1681, False
255,13,167,3, False
168,58,253,2, False
22,14,27,0, False
887,19,51,1, False
289,32,112,83, False
606,79,364,12, False
386,107,99,6, False
538,98,245,29, False
315,25,31,4, False
729,46,288,463, False
575,18,100,4, False
7902,281,599,13, False
575,8,43,99, False
1298,81,253,117, False
1402,150,179,244, False
80,39,63,5, False
4359,145,269,646, False
80,22,69,21, False
1148,92,540,470, False
1464,269,992,769, False
665,76,274,907, False
1669,74,166,60, False
162,76,179,58, False
322,72,200,0, False
100,35,76,3, False
919,15,90,3, False
8382,1000,1842,1562, False
169,13,41,3, False
863,243,904,5, False
83,58,207,20, False
958,277,403,10, False
7739,541,276,154, False
1387,55,129,56, False
500,35,105,2, False
229,32,145,6, False
7,11,49,0, False
1788,28,97,340, False
429,21,118,8, False
14,2,6,0, False
468,5,12,1, False
155,45,173,10, False
4904,734,808,29, False
3340,120,301,5, False
5436,150,95,4167, False
211,84,402,15, False
2538,199,188,473, False
768,63,187,261, False
968,125,235,325, False
456,23,55,0, False
9,67,555,2, False
152,3,18,0, False
1343,41,45,5, False
1048,314,659,139, False
713,43,77,0, False
16,31,207,1, False
1041,115,206,52, False
20686,1859,1856,1697, False
4178,169,322,780, False
1277,300,1019,0, False
573,46,109,9, False
90,10,22,0, False
102,25,160,0, False
3280,651,912,1712, False
190,12,41,12, False
147,22,38,1, False
5109,246,408,469, False
561,423,391,302, False
140,6,104,1, False
6948,2059,371,492, False
726,237,816,144, False
2228,48,164,1, False
186,40,152,0, False
3209,1193,1987,12, False
489,276,448,216, False
989,34,105,1, False
140,198,171,12, False
6720,287,671,1597, False
325,139,235,185, False
9282,646,646,811, False
68,31,95,44, False
709,248,707,12, False
6469,437,606,2913, False
1223,70,161,0, False
6181,93,161,353, False
42,1,69,0, False
133,37,108,28, False
500,39,41,5, False
281,64,157,25, False
174,54,112,5, False
985,77,229,295, False
688,49,186,42, False
1088,117,295,12, False
364,32,110,16, False
465,24,150,133, False
1302,253,608,1, False
109,60,168,12, False
794,105,480,0, False
130,30,127,148, False
226,40,114,45, False
1923,1798,1876,37, False
579,21,18,2, False
7074,471,759,6102, False
409,74,122,0, False
877,99,715,15, False
1601,298,399,876, False
540,35,89,51, False
632,31,99,203, False
118,15,71,1, False
844,149,121,67, False
